name,category,country_code,region,city,status,funding_total_usd,funding_rounds,founded_at,first_funding_at,last_funding_at
Tifen.com,Education & EdTech,Unknown,Unknown,Unknown,operating,163934.0,1,2012-08-30,2013-12-01,2013-12-01
TIFFS TREATS HOLDINGS,Food & Hospitality,USA,Austin,Austin,operating,21910356.0,3,1999-01-01,2013-07-24,2015-08-18
TiGenix,Health & Biotechnology,BEL,Brussels,Leuven,ipo,68285881.8492276,6,2000-01-01,2003-10-02,2015-11-25
Tiger Brokers,Technology,CHN,CHN - Other,Beijin,operating,15600000.0,1,2013-12-22,2015-09-10,2015-09-10
"Tiger Eye Sensor, Inc.",Manufacturing & Industrial,USA,Raleigh,Clayton,operating,59909.0,1,2014-05-02,2015-01-30,2015-01-30
Tiger Global Data,Technology,Unknown,Unknown,Unknown,operating,100000.0,1,2014-07-01,2014-07-01,2014-07-01
Tiger Logistics,Transportation & Automotive,USA,Memphis,Memphis,operating,917571.0,1,2008-09-15,2012-04-19,2012-04-19
Tiger Pistol,Marketing & Advertising,AUS,Melbourne,Melbourne,operating,5100000.0,3,2011-05-01,2012-05-17,2014-11-27
Tigerlily,Marketing & Advertising,FRA,Paris,Paris,operating,1300000.0,1,2009-05-01,2011-05-03,2011-05-03
Tigerspike,Technology,GBR,London,London,operating,11000000.0,1,2003-09-11,2011-07-18,2011-07-18
Tigerstripe,Technology,USA,Seattle,Issaquah,operating,750000.0,1,2003-07-14,2005-04-01,2005-04-01
TigerText,Security & Cybersecurity,USA,Los Angeles,Santa Monica,operating,81100000.0,4,2010-02-01,2010-09-28,2015-11-12
TigerTrade,Business Services,USA,New York City,New York,operating,600000.0,1,2010-12-11,2012-04-05,2012-04-05
Tiggly,Technology,USA,New York City,New York,operating,5000000.0,4,2012-05-01,2013-06-01,2014-09-23
TightKnit LLC,Finance & FinTech,USA,Minneapolis,Wayzata,operating,128316.0,1,2011-11-03,2015-07-08,2015-07-08
Tigo,Other,GHA,Accra,Accra,operating,15000000.0,1,2003-12-11,2005-07-15,2005-07-15
Tigo Energy,Energy & Clean Tech,USA,SF Bay Area,Los Gatos,operating,103662749.0,17,2007-01-01,2008-05-23,2015-09-23
Tigris Pharmaceuticals,Health & Biotechnology,USA,"Naples, Florida",Bonita Springs,operating,22500000.0,2,2005-01-01,2007-01-17,2010-09-28
Tiinkk,Technology,USA,New York City,New York,operating,300000.0,1,2013-04-01,2013-09-19,2013-09-19
Tiipz.com,Technology,CAN,BC - Other,Squamish,operating,297150.0,1,2010-09-01,2010-12-10,2010-12-10
TIKI.VN,E-Commerce & Retail,VNM,Ho Chi Minh,Ho Chi Minh City,operating,1000000.0,2,2010-01-01,2012-03-03,2013-08-27
Tikk,Technology,GBR,Bristol,Bristol,operating,22601.0,1,2015-02-01,2015-02-01,2015-02-01
Talkray,Technology,USA,SF Bay Area,Sunnyvale,operating,7400000.0,3,2010-01-01,2012-01-25,2014-09-23
Tiko,Manufacturing & Industrial,Unknown,Unknown,Unknown,operating,1600000.0,1,2012-03-26,2015-03-01,2015-03-01
Tikona Digital Networks,Technology,IND,IND - Other,Bhandup,operating,45000000.0,1,2008-01-01,2014-11-17,2014-11-17
Tikvah Therapeutics,Other,USA,Atlanta,Atlanta,operating,10000000.0,1,2005-12-09,2007-07-14,2007-07-14
Tilana Systems,Technology,USA,San Diego,San Diego,operating,123450.0,1,2005-01-01,2010-06-04,2010-06-04
Tilck,E-Commerce & Retail,Unknown,Unknown,Unknown,closed,200000.0,1,2012-02-01,2012-02-01,2012-02-01
Tile,Technology,USA,SF Bay Area,San Mateo,operating,18600000.0,2,2012-12-01,2013-07-24,2014-11-17
TILE Financial,Education & EdTech,USA,New York City,New York,operating,1314000.0,1,2010-01-01,2010-08-15,2010-08-15
TileFile,Unknown,AUS,Sydney,Sydney,closed,1400000.0,1,2006-06-15,2007-11-16,2007-11-16
Tilera,Manufacturing & Industrial,USA,SF Bay Area,San Jose,acquired,127522596.0,7,2004-01-01,2005-06-13,2012-07-19
Tilkee,Business Services,FRA,Lyon,Lyon,operating,646774.0,1,2013-01-01,2014-09-12,2014-09-12
Till Mobile,Technology,USA,SF Bay Area,Los Gatos,operating,650000.0,1,2015-01-01,2015-08-25,2015-08-25
Tiller,Business Services,USA,New York City,New York,operating,600000.0,1,2011-07-09,2012-11-01,2012-11-01
Tiller Systems,E-Commerce & Retail,FRA,Paris,Paris,operating,111960.0,1,2014-03-18,2015-01-26,2015-01-26
Tilltonic,Technology,IRL,Dublin,Dublin,operating,40898.0,1,2012-05-24,2014-02-10,2014-02-10
Tilofy,Analytics & Data,USA,Los Angeles,Los Angeles,operating,1020000.0,2,2013-04-20,2013-05-01,2014-10-07
Tilson,Technology,USA,"Portland, Maine",Portland,operating,2900000.0,2,1996-01-01,2013-11-27,2015-01-06
Tiltan Pharma,Health & Biotechnology,ISR,Tel Aviv,Jerusalem,operating,1500000.0,1,2006-01-01,2014-02-05,2014-02-05
Tiltap,Technology,ITA,Brescia,Brescia,operating,285736.0,1,2009-07-23,2011-04-11,2011-04-11
Tilth Beauty,E-Commerce & Retail,USA,Hartford,Monroe,operating,400000.0,1,2012-10-01,2014-08-20,2014-08-20
TIM Group,Finance & FinTech,GBR,London,London,operating,2400000.0,1,2002-01-01,2012-11-05,2012-11-05
Timber Ridge Fish Hatchery,Unknown,Unknown,Unknown,Unknown,operating,1500000.0,1,1985-01-01,2014-03-24,2014-03-24
TimberFish Technologies,Health & Biotechnology,USA,Newark,Westfield,operating,1175735.0,1,2008-09-02,2013-10-22,2013-10-22
Timbre,Technology,USA,Boston,Cambridge,acquired,360000.0,1,2012-09-07,2013-02-07,2013-02-07
Timbuktu Labs,Technology,USA,SF Bay Area,San Francisco,operating,570000.0,3,2012-04-27,2012-07-01,2014-03-01
Time Bomb Deals,Marketing & Advertising,USA,Denver,Denver,closed,425000.0,1,2011-04-01,2012-01-01,2012-01-01
TimeFlash,Technology,USA,New York City,New York,operating,3020512.0,2,2014-11-06,2015-01-16,2015-01-16
Time For Medicine Limited,Business Services,Unknown,Unknown,Unknown,closed,1040879.1606159,2,2009-08-02,2014-05-05,2015-06-30
TIME PLUS Q,Media & Entertainment,EST,Tallinn,Tallinn,operating,20395.0,1,2011-01-01,2013-02-01,2013-02-01
Time To Cater,E-Commerce & Retail,USA,St. Louis,St Louis,operating,152500.0,3,2011-03-01,2013-02-01,2014-02-01
TimeBridge,Business Services,USA,SF Bay Area,Mountain View,acquired,12400000.0,3,2005-05-01,2005-07-05,2009-05-11
TimeCast,Technology,KOR,Seoul,Seoul,operating,600000.0,1,2010-03-02,2014-06-30,2014-06-30
TimeChat,Social & Communication,MEX,MEX - Other,Chihuahua,operating,30000.0,1,2014-10-15,2015-07-22,2015-07-22
Timecros,Social & Communication,USA,SF Bay Area,Sunnyvale,operating,400000.0,1,2011-11-02,2012-09-01,2012-09-01
TimeData Corporation,Technology,Unknown,Unknown,Unknown,closed,500000.0,1,2007-08-13,2009-05-01,2009-05-01
Timeet,Social & Communication,CHN,Beijing,Beijing,operating,162364.0,1,2012-08-31,2013-07-01,2013-07-01
TimeFree Innovations,Technology,PHL,Manila,Makati,operating,25000.0,1,2013-01-01,2013-04-05,2013-04-05
Timeful,Analytics & Data,USA,SF Bay Area,Mountain View,acquired,7000000.0,1,2013-04-09,2014-05-16,2014-05-16
TimeGenius,Unknown,CAN,Toronto,Toronto,operating,5584971.098265896,1,2013-10-23,2013-10-31,2013-10-31
Timehop,Finance & FinTech,USA,New York City,New York,operating,14118000.0,4,2010-01-01,2011-01-01,2014-07-22
Timejoy,Technology,Unknown,Unknown,Unknown,operating,33000.0,1,2013-05-01,2015-01-18,2015-01-18
Timekit,Technology,USA,SF Bay Area,San Francisco,operating,925124.5,1,2014-01-01,2015-05-01,2015-05-01
TimeLab,Manufacturing & Industrial,USA,Boston,Andover,operating,7500000.0,1,2001-01-01,2005-01-01,2005-01-01
Timeline Labs / TLL,Media & Entertainment,USA,Los Angeles,Santa Monica,acquired,617000.0,2,2012-12-01,2013-06-21,2014-11-12
Timeliner,Technology,RUS,Perm,Ekaterinburg,closed,50000.0,1,2011-02-01,2012-01-01,2012-01-01
worldhistoryproject,Technology,USA,Chicago,Chicago,closed,3000000.0,1,2007-01-19,2007-12-01,2007-12-01
Timelio,Finance & FinTech,AUS,Melbourne,Melbourne,operating,500000.0,1,2014-01-01,2015-10-21,2015-10-21
Timely,Technology,USA,SF Bay Area,San Francisco,operating,100000.0,1,2013-12-05,2014-07-31,2014-07-31
Timely Limited,Technology,NZL,Wellington,Wellington,operating,1104452.0,2,2011-12-13,2013-05-01,2014-06-01
Timely Network,Social & Communication,TUR,Ã‡an,Çan,operating,307817.0,1,2012-02-01,2012-06-15,2012-06-15
TimeLynes,Technology,NLD,Amsterdam,Amsterdam,operating,366690.0,1,2014-01-01,2014-03-28,2014-03-28
TimePad,Technology,RUS,Moscow,Moscow,operating,250000.0,2,2008-08-01,2012-03-01,2014-01-01
TimePoints,Business Services,CHL,Santiago,Santiago,operating,40000.0,1,2013-03-15,2014-06-01,2014-06-01
Timers,Other,Unknown,Unknown,Unknown,operating,968304.0,1,2012-05-15,2013-12-18,2013-12-18
Timesaverz.com,E-Commerce & Retail,IND,Mumbai,Mumbai,operating,2200000.0,2,2013-01-01,2014-10-14,2015-08-19
Timescape,Analytics & Data,USA,New York City,New York,operating,100000.0,1,2011-05-26,2012-07-01,2012-07-01
Timeshare Broker Sales,Real Estate & Construction,USA,Tampa,Tampa,operating,100000.0,1,2010-01-01,2010-01-01,2010-01-01
TimeSight Systems,Security & Cybersecurity,USA,NJ - Other,Mount Laurel,closed,6549170.0,5,2008-01-01,2008-10-21,2012-04-20
TimeSpring Software,Security & Cybersecurity,CAN,Montreal,Montréal,acquired,11330863.9244177,1,2002-11-24,2005-01-27,2005-01-27
TimeSys Corporation,Technology,USA,Pittsburgh,Pittsburgh,operating,15500000.0,1,1995-01-01,2002-03-11,2002-03-11
Timetovisit,Technology,RUS,Moscow,Moscow,closed,500000.0,1,2012-01-01,2012-09-01,2012-09-01
TimeTrade,Technology,USA,Boston,Tewksbury,operating,5000000.0,1,2000-01-01,2007-09-24,2007-09-24
TimeTrade Systems,Technology,Unknown,Unknown,Unknown,operating,13840206.0,5,2000-01-01,2006-05-01,2015-01-07
Timetric,Analytics & Data,GBR,London,London,operating,466000.0,1,2008-05-01,2010-03-23,2010-03-23
TIMPIK,Technology,ESP,Madrid,Madrid,operating,565007.0,7,2010-09-01,2011-08-01,2015-02-20
Timyo,Social & Communication,USA,Los Angeles,Los Angeles,operating,1878000.0,2,2013-03-01,2014-06-01,2015-06-01
TimZon,Finance & FinTech,USA,Denver,Boulder,operating,18000.0,1,2008-11-20,2009-08-06,2009-08-06
Tin Can Industries,Manufacturing & Industrial,USA,Seattle,Edmonds,operating,1000000.0,1,2012-02-15,2013-03-13,2013-03-13
Tin Whiskers,Unknown,Unknown,Unknown,Unknown,closed,1400000.0,1,2014-02-06,2015-07-10,2015-07-10
TINBOX,Social & Communication,FRA,Paris,Paris,operating,100000.0,1,2014-01-01,2014-10-01,2014-10-01
TinderBox,Business Services,USA,Indianapolis,Indianapolis,operating,12100000.0,3,2010-01-01,2013-02-25,2015-10-18
Tindie,E-Commerce & Retail,USA,SF Bay Area,San Francisco,acquired,1700000.0,2,2012-01-01,2012-12-17,2012-12-17
Tinfoil Security,Technology,USA,SF Bay Area,Palo Alto,operating,100000.0,3,2011-01-01,2011-08-01,2011-10-24
Tingbot,Unknown,GBR,London,London,operating,47689178.6869795,1,2014-06-01,2015-11-02,2015-11-02
Tinggly,E-Commerce & Retail,Unknown,Unknown,Unknown,operating,170000.0,1,2014-01-01,2014-11-21,2014-11-21
Tingz,Social & Communication,USA,Knoxville,Knoxville,closed,280000.0,1,2007-04-27,2008-06-26,2008-06-26
Tingz.me,Analytics & Data,ISR,Tel Aviv,Tel Aviv-yafo,operating,1100000.0,1,2013-01-01,2015-03-01,2015-03-01
Tinitell,Technology,SWE,Stockholm,Stockholm,operating,2141000.0,4,2013-08-01,2014-05-23,2015-06-15
Tink,Technology,SWE,Stockholm,Stockholm,operating,4000000.0,1,2012-06-01,2014-09-11,2014-09-11
Tinker,Unknown,Unknown,Unknown,Unknown,operating,1825000.0,2,2013-04-10,2014-09-11,2015-01-27
Tinker Games,Media & Entertainment,IDN,Jakarta,Bandung,operating,52700.0,1,2011-11-01,2014-06-18,2014-06-18
Tinker Square,Technology,USA,SF Bay Area,Los Gatos,operating,45000.0,1,2012-01-01,2012-02-24,2012-02-24
Tinkercad,Manufacturing & Industrial,FIN,Helsinki,Helsinki,acquired,1000000.0,1,2008-12-03,2011-11-08,2011-11-08
Tinkergarten,Education & EdTech,USA,New York City,Brooklyn,operating,500000.0,1,2014-10-28,2015-05-14,2015-05-14
Tinkoff Credit Systems,Finance & FinTech,RUS,Moscow,Moscow,closed,90000000.0,2,2006-01-01,2012-05-01,2012-10-01
Tinkoff Digital,Technology,RUS,Moscow,Moscow,operating,20000000.0,1,2010-10-01,2012-06-19,2012-06-19
Tins.ly,Technology,USA,Colorado Springs,Colorado Springs,operating,25000.0,1,2010-06-01,2011-11-01,2011-11-01
Tinsel Cinema,Media & Entertainment,USA,"Washington, D.C.",Washington,operating,3000000.0,1,2006-04-05,2007-06-25,2007-06-25
Tinselvision,Technology,Unknown,Unknown,Unknown,closed,6000000.0,2,2005-09-12,2007-06-01,2007-11-01
Tinteo,Media & Entertainment,FRA,FRA - Other,Meyreuil,operating,264906.0,2,2009-01-01,2010-01-01,2012-06-06
Tintri,Technology,USA,SF Bay Area,Mountain View,operating,260000000.0,6,2008-01-01,2011-03-24,2015-08-05
Tinubu Square,Technology,FRA,FRA - Other,Arcueil,operating,15580440.0,1,2010-02-19,2011-11-08,2011-11-08
Tiny Lab Productions,Media & Entertainment,LTU,Kaunas,Kaunas,operating,20395.0,1,2011-11-13,2013-02-01,2013-02-01
Tiny Prints,Business Services,USA,SF Bay Area,Sunnyvale,acquired,5000000.0,1,2004-01-01,2008-04-23,2008-04-23
Tiny Post,Technology,USA,SF Bay Area,Palo Alto,acquired,300000.0,2,2011-08-20,2011-10-01,2012-02-01
Tiny Texas Houses,Manufacturing & Industrial,USA,TX - Other,Luling,operating,1000000.0,1,2015-05-02,2015-05-02,2015-05-02
Tinybeans,Media & Entertainment,USA,New York City,New York,operating,1751957.0,1,2012-03-01,2014-09-29,2014-09-29
Tinybop,Technology,USA,New York City,Brooklyn,operating,6000000.0,2,2011-11-01,2012-11-01,2014-05-23
Tinyboy,Education & EdTech,Unknown,Unknown,Unknown,operating,12500.0,1,2013-08-30,2014-12-01,2014-12-01
tinyBuild GAMES,Media & Entertainment,USA,Seattle,Bothell,operating,26000.0,1,2011-03-01,2011-05-23,2011-05-23
TinyBytes,Media & Entertainment,CHL,Santiago,Santiago,operating,600000.0,1,2013-03-12,2014-06-01,2014-06-01
Tinychat,Social & Communication,USA,Long Island,Glen Cove,acquired,1500000.0,1,2009-01-25,2011-01-25,2011-01-25
TinyCircuits,Technology,USA,Akron - Canton,Akron,operating,238812.0,2,2011-01-01,2013-09-04,2014-10-25
tinyclues,Analytics & Data,FRA,Paris,Paris,operating,1900000.0,1,2010-04-01,2013-11-12,2013-11-12
TinyCo,Media & Entertainment,USA,SF Bay Area,San Francisco,operating,38000000.0,2,2009-01-01,2011-02-25,2013-11-14
TINYhr,Technology,USA,Seattle,Seattle,operating,3499989.0,1,2012-01-01,2015-01-02,2015-01-02
TinyLoot,Technology,NLD,Amsterdam,Haarlem,operating,220000.0,2,2014-02-01,2014-02-01,2014-11-01
TinyMob Games,Technology,CAN,Vancouver,Victoria,closed,2000000.0,1,2013-09-01,2013-11-13,2013-11-13
TinyOwl Technology,Technology,IND,Mumbai,Mumbai,operating,27665775.0,4,2012-12-03,2014-08-22,2015-10-30
Tinypass,E-Commerce & Retail,USA,New York City,New York,closed,3000000.0,1,2011-01-01,2013-06-14,2013-06-14
Tinypay.me,E-Commerce & Retail,USA,SF Bay Area,San Francisco,closed,1000000.0,1,2010-01-01,2011-08-24,2011-08-24
TinyPulse,Business Services,USA,Seattle,Seattle,operating,3500000.0,1,2012-11-01,2014-12-31,2014-12-31
Tinyrx,Finance & FinTech,Unknown,Unknown,Unknown,operating,5000000.0,1,2015-05-01,2015-11-17,2015-11-17
TinyTap,Technology,ISR,Tel Aviv,Tel Aviv,operating,1500000.0,3,2012-01-01,2012-11-15,2014-03-01
TIO Networks,Finance & FinTech,CAN,Vancouver,Vancouver,ipo,1005975.0,2,1997-01-01,2008-11-01,2015-09-23
Tioga Energy,Energy & Clean Tech,USA,SF Bay Area,San Mateo,closed,45000000.0,4,2007-01-01,2007-06-05,2009-12-18
Tioga Pharmaceuticals,Health & Biotechnology,USA,San Diego,San Diego,operating,57000000.0,5,2005-01-01,2006-01-09,2012-04-12
TIP Imaging,Health & Biotechnology,USA,Cleveland,Cleveland,operating,100000.0,1,2009-03-04,2012-03-23,2012-03-23
Tip Network,Food & Hospitality,USA,SF Bay Area,San Jose,operating,637500.0,1,2012-04-01,2013-06-14,2013-06-14
Tip or Skip,Media & Entertainment,USA,New York City,New York,operating,2000000.0,1,2011-05-06,2012-07-25,2012-07-25
TIP Solutions,Technology,USA,Chicago,Chicago,operating,4250000.0,2,2009-11-30,2010-01-01,2014-01-01
Tipalti,E-Commerce & Retail,USA,SF Bay Area,Palo Alto,operating,13000000.0,1,2010-01-01,2014-10-22,2014-10-22
Tipbit,Technology,USA,Seattle,Bellevue,operating,5950000.0,2,2011-01-01,2013-05-22,2014-03-13
TipCat Interactive 沙舟信息科技,Media & Entertainment,Unknown,Unknown,Unknown,closed,250000.0,1,2009-08-18,2010-09-06,2010-09-06
TipCity,Marketing & Advertising,USA,San Diego,San Diego,closed,350000.0,1,2009-06-01,2010-05-01,2010-05-01
Tip'd Off,Business Services,USA,SF Bay Area,Mountain View,operating,1000000.0,1,2013-01-01,2015-01-20,2015-01-20
TipHive,Social & Communication,USA,Greenville - Spartanburg,Greenville,operating,400000.0,1,2013-04-12,2014-02-10,2014-02-10
Tiply,Technology,USA,Phoenix,Phoenix,operating,797000.0,1,2013-01-01,2015-06-19,2015-06-19
Tipp24,Media & Entertainment,DEU,Hamburg,Hamburg,operating,470252.0,1,1999-01-01,1999-09-01,1999-09-01
tipple.me,Technology,IRL,Dublin,Dublin,operating,54068.0,1,2013-01-01,2013-10-01,2013-10-01
Tippmann Sports,Unknown,USA,Fort Wayne,Fort Wayne,operating,3900000.0,1,1986-01-01,2004-06-24,2004-06-24
TipRanks,Finance & FinTech,ISR,Tel Aviv,Tel Aviv,operating,3000000.0,1,2012-03-01,2014-07-22,2014-07-22
Tipser,E-Commerce & Retail,SWE,Stockholm,Stockholm,operating,155359.0,1,2011-01-01,2014-01-01,2014-01-01
Tipstar,E-Commerce & Retail,GBR,Gateshead,Gateshead,closed,212361.0,1,2007-10-23,2009-03-01,2009-03-01
Tipsy,Unknown,Unknown,Unknown,Unknown,operating,1500000.0,1,2013-04-30,2014-10-01,2014-10-01
Tipsy Elves,E-Commerce & Retail,USA,San Diego,San Diego,closed,100000.0,1,2011-02-01,2013-12-13,2013-12-13
Tipzu,E-Commerce & Retail,Unknown,Unknown,Unknown,acquired,70000.0,1,2007-01-01,2008-03-01,2008-03-01
Tiqets,Food & Hospitality,NLD,Amsterdam,Amsterdam,operating,1450000.0,2,2013-01-01,2013-12-11,2015-02-03
TiqIQ,E-Commerce & Retail,USA,New York City,New York,operating,4000000.0,3,2009-01-31,2012-02-02,2014-02-20
Tira Wireless,Technology,CAN,Toronto,Toronto,closed,23500000.0,4,2001-01-01,2002-10-16,2007-07-09
Tiragiu,Unknown,ITA,Venice,Treviso,operating,1500000.0,1,2012-03-31,2013-09-01,2013-09-01
Tiscali UK,Technology,GBR,London,London,operating,87600000.0,1,2003-02-01,2007-08-10,2007-08-10
Tissue Analytics,Analytics & Data,USA,Baltimore,Baltimore,operating,750000.0,1,2014-01-01,2015-05-17,2015-05-17
Tissue Genesis,Health & Biotechnology,USA,Honolulu,Honolulu,operating,13939309.0,4,2001-01-01,2010-04-22,2014-09-03
Tissue Regeneration,Business Services,USA,Boston,Medford,closed,750000.0,1,2002-08-02,2003-11-26,2003-11-26
Tissue Regeneration Systems,Health & Biotechnology,USA,Seattle,Kirkland,operating,13332002.0,3,2005-01-01,2012-09-07,2015-05-19
Tissue Regenix,Health & Biotechnology,GBR,York,York,operating,1349658.0,1,2006-05-01,2007-01-02,2007-01-02
TissueInformatics,Analytics & Data,Unknown,Unknown,Unknown,acquired,12500000.0,1,2000-12-18,2002-01-24,2002-01-24
TISSUELAB,Health & Biotechnology,BRA,ItÃ¡,Itá,operating,4000000.0,2,2003-01-01,2005-12-06,2007-07-27
"TissueLink Medical,",Unknown,USA,"Manchester, New Hampshire",Dover,operating,20000000.0,1,2006-01-26,2007-06-29,2007-06-29
Tissuetech,Health & Biotechnology,USA,Miami,Miami,operating,37790000.0,5,2001-01-01,2012-10-15,2015-06-24
Tistagames,Media & Entertainment,USA,"Washington, D.C.",Washington,operating,250000.0,1,2011-01-01,2012-10-29,2012-10-29
Titan Atlas Global,Manufacturing & Industrial,USA,"Charleston, South Carolina",Charleston,operating,1300000.0,1,2012-12-31,2014-03-19,2014-03-19
Titan Gaming,Media & Entertainment,USA,Los Angeles,Santa Monica,operating,1000000.0,1,2010-01-01,2010-05-18,2010-05-18
Titan Health & Security Technologies,Technology,USA,Anaheim,Newport Beach,operating,925124.5,1,2012-02-10,2012-02-10,2012-02-10
Titan IC Systems,Media & Entertainment,GBR,Belfast,Belfast,operating,1300602.0,1,2007-01-01,2015-05-30,2015-05-30
Titan Medical,Health & Biotechnology,CAN,Toronto,Toronto,ipo,92043583.4170184,8,2007-11-17,2010-12-06,2015-11-23
Cieslok Media,Marketing & Advertising,CAN,Toronto,Mississauga,operating,15000000.0,1,2000-01-01,2013-09-30,2013-09-30
Titan Pharmaceuticals,Health & Biotechnology,USA,SF Bay Area,South San Francisco,ipo,5000000.0,1,2010-10-25,2013-11-13,2013-11-13
TitanFile,Technology,CAN,Toronto,Waterloo,operating,1355827.0,2,2011-01-17,2011-08-29,2012-10-11
Titanium Falcon,Technology,USA,SF Bay Area,Sunnyvale,operating,925124.5,1,2014-08-01,2015-09-01,2015-09-01
Titansan,Technology,USA,Anaheim,Newport Beach,operating,812500.0,2,2008-01-01,2009-03-12,2011-12-27
TitanX Engine Cooling,Manufacturing & Industrial,SWE,SWE - Other,Sölvesborg,operating,28957627.0,1,1961-01-01,2013-03-13,2013-03-13
Tithe.ly,Technology,Unknown,Unknown,Unknown,closed,150000.0,1,2013-09-01,2015-05-26,2015-05-26
TITIN Tech,Manufacturing & Industrial,USA,Atlanta,Kennesaw,operating,1000000.0,1,2011-01-01,2014-09-11,2014-09-11
Titralyte,Unknown,USA,Houston,Houston,operating,3900000.0,1,2010-07-19,2011-12-20,2011-12-20
Tittat,Technology,USA,SF Bay Area,San Francisco,operating,220000.0,1,2012-01-01,2013-07-10,2013-07-10
Tivity,Technology,USA,Syracuse,Syracuse,closed,18000.0,1,2010-05-11,2012-05-14,2012-05-14
TiVo,Media & Entertainment,USA,CA - Other,Alviso,ipo,13700000.0,1,1997-01-01,1998-01-01,1998-01-01
Tivoli Audio,Manufacturing & Industrial,USA,Boston,Boston,operating,4000000.0,2,2000-01-01,2005-05-04,2015-05-13
Tivorsan Pharmaceuticals,Health & Biotechnology,USA,Providence,Providence,operating,1000000.0,1,2008-12-16,2012-01-05,2012-01-05
Tivra,Manufacturing & Industrial,USA,SF Bay Area,Pleasant Hill,operating,250000.0,1,2012-01-01,2012-07-01,2012-07-01
TiVUS,Media & Entertainment,USA,Omaha,Omaha,operating,50000.0,1,2009-01-01,2010-10-28,2010-10-28
Tiwal,Finance & FinTech,FRA,FRA - Other,Vannes,operating,689908.0,1,2012-11-05,2014-03-21,2014-03-21
Tixa Internet Technology,Finance & FinTech,CHN,Beijing,Beijing,operating,24000000.0,1,2005-03-20,2006-08-03,2006-08-03
TixAlert,Technology,USA,San Diego,San Diego,operating,90000.0,1,2012-01-01,2013-06-02,2013-06-02
TIXEL GmbH,Unknown,Unknown,Unknown,Unknown,operating,1500000.0,1,2009-10-27,2011-03-30,2011-03-30
Tixers,Other,USA,KY - Other,Covington,operating,355000.0,2,2013-01-01,2013-01-01,2014-08-04
"Tixie (Tenth Caller, Inc.)",Media & Entertainment,USA,"Portland, Oregon",Portland,operating,500000.0,1,2011-06-01,2012-04-04,2012-04-04
Tizi,Education & EdTech,CHN,Beijing,Beijing,closed,20000000.0,1,2011-09-15,2012-12-16,2012-12-16
Tizor Systems,Technology,USA,Boston,Maynard,acquired,26300000.0,4,2002-01-01,2004-09-14,2008-02-12
Tizra,Technology,USA,Providence,Providence,operating,850000.0,2,2006-03-01,2007-05-01,2008-09-01
Tjobs S.A.,Technology,ROM,Cluj-Napoca,Targu-mures,operating,668100.0,3,2011-01-01,2011-01-01,2014-05-14
TK Energi,Technology,DNK,DNK - Other,Kjoge,operating,809000.0,1,2009-03-23,2010-12-10,2010-12-10
TK20,Business Services,USA,Austin,Austin,operating,2756950.0,3,2005-10-08,2007-02-01,2008-05-27
TLabs,Transportation & Automotive,IND,New Delhi,Noida,operating,1150000.0,1,2012-02-01,2013-06-10,2013-06-10
TLBX.me,Business Services,USA,New York City,New York,operating,40000.0,1,2012-01-01,2012-03-09,2012-03-09
TLD Registry,Unknown,Unknown,Unknown,Unknown,operating,1500000.0,1,2012-01-01,2012-02-02,2012-02-02
tldr,Other,Unknown,Unknown,Unknown,operating,100000.0,1,2012-09-10,2012-12-31,2012-12-31
TLM Com,Technology,FRA,Paris,Noisy-le-grand,operating,1230000.0,1,1998-01-01,2005-08-05,2005-08-05
TM,Social & Communication,RUS,Moscow,Moscow,closed,4400000.0,1,2012-10-01,2013-08-01,2013-08-01
TM Bioscience,Health & Biotechnology,CAN,Toronto,Toronto,operating,13000000.0,2,1980-01-01,2005-11-23,2006-11-28
TM3 Software,Technology,DEU,Regensburg,Regensburg,operating,660000.0,2,2008-11-15,2010-08-04,2011-05-31
TM3 Systems,Energy & Clean Tech,USA,Detroit,Royal Oak,operating,1600000.0,2,2010-06-05,2013-04-29,2014-09-04
TMAT,Manufacturing & Industrial,GBR,GBR - Other,Newcastle,operating,2508623.0,1,2008-12-25,2011-11-30,2011-11-30
TMJ Health,Health & Biotechnology,USA,Detroit,Farmington Hills,operating,2000000.0,1,2013-01-01,2014-01-15,2014-01-15
TMMI (TMM Inc.),Security & Cybersecurity,USA,"Wilmington, Delaware",Wilmington,operating,3536500.0,3,1990-08-01,2011-12-31,2012-12-31
TMS - Australia,Marketing & Advertising,Unknown,Unknown,Unknown,operating,175000.0,1,1997-01-01,2009-08-06,2009-08-06
TMS NeuroHealth Centers Tysons Corner,Health & Biotechnology,USA,"Washington, D.C.",Mclean,operating,750000.0,1,2011-01-01,2011-08-23,2011-08-23
Smartvel,Business Services,ESP,Madrid,Madrid,operating,968342.0,2,2012-11-19,2014-03-15,2014-09-15
TNC,Technology,Unknown,Unknown,Unknown,acquired,6650000.0,1,2004-01-01,2004-01-01,2004-01-01
TNG Pharmaceuticals,Health & Biotechnology,USA,Louisville,Louisville,operating,4600000.0,1,2011-01-18,2014-02-06,2014-02-06
Immune Therapeutics,Health & Biotechnology,USA,"Washington, D.C.",Bethesda,ipo,2892750.0,1,2012-01-01,2013-09-11,2013-09-11
TNI medical,Health & Biotechnology,DEU,Freiburg,Freiburg,operating,3364680.94412947,1,2012-09-17,2015-10-07,2015-10-07
TNM,Marketing & Advertising,KOR,Seoul,Seoul,operating,936776.0,1,2008-04-01,2011-05-12,2011-05-12
