name,category,country_code,region,city,status,funding_total_usd,funding_rounds,founded_at,first_funding_at,last_funding_at
39 Health,Health & Biotechnology,CHN,Guangzhou,Guangzhou,operating,3750000.0,2,2003-02-10,2006-03-01,2007-03-01
3BaysOver,Food & Hospitality,CHE,Geneva,Geneva,operating,1719583.0,2,2011-08-01,2011-08-01,2014-07-10
3Cinteractive,Business Services,USA,Palm Beaches,Boca Raton,operating,6000000.0,1,2005-01-01,2011-03-01,2011-03-01
3C Plus,Technology,BRA,Curitiba,Curitiba,operating,75000.0,1,2013-01-10,2013-01-10,2013-01-10
3CI,Health & Biotechnology,ITA,Bolzano,Bolzano,operating,133620.0,1,2008-01-01,2011-01-01,2011-01-01
3Claps,Analytics & Data,USA,New York City,New York,operating,35000.0,1,2015-02-01,2015-07-01,2015-07-01
3ClickEMR Corporation,Health & Biotechnology,USA,Boston,West Roxbury,closed,500000.0,2,2010-06-23,2010-06-23,2011-06-01
3CLogic,Business Services,USA,"Washington, D.C.",Rockville,operating,9311190.0,4,2005-01-01,2013-01-14,2015-07-07
3D-4U,Manufacturing & Industrial,USA,WA - Other,Pullman,operating,750000.0,1,2012-01-01,2014-10-14,2014-10-14
3D By Flow,Finance & FinTech,NLD,NLD - Other,Maastricht,operating,16674.0,1,2014-02-14,2015-06-30,2015-06-30
3DPrinterOS,Manufacturing & Industrial,USA,SF Bay Area,San Francisco,operating,1000000.0,1,2013-03-01,2013-11-10,2013-11-10
3D Data,Manufacturing & Industrial,USA,Boston,Quincy,operating,500000.0,2,2013-01-01,2014-06-02,2015-02-19
3D Eye Solutions,Manufacturing & Industrial,USA,Orlando,Longwood,operating,380000.0,2,2005-09-06,2008-08-11,2010-04-06
3D Forms,Unknown,Unknown,Unknown,Unknown,operating,1500000.0,1,2012-04-15,2013-09-16,2013-09-16
3D FUTURE VISION II,Media & Entertainment,USA,Orlando,Longwood,closed,503000.0,2,2011-01-01,2011-06-22,2013-03-21
3D HEIGHTS,Media & Entertainment,USA,New York City,New York,operating,350000.0,1,2013-02-18,2015-01-14,2015-01-14
3D Hubs,Manufacturing & Industrial,NLD,Amsterdam,Amsterdam,operating,4500000.0,2,2013-04-01,2013-08-27,2014-09-02
3D Industri.es,Manufacturing & Industrial,GBR,London,London,operating,1200000.0,2,2012-01-01,2012-03-01,2013-03-01
3D Intelligent Pathological Medical Image Solutions,Other,Unknown,Unknown,Unknown,operating,12500.0,1,2013-12-27,2015-08-01,2015-08-01
3D Product Imaging,E-Commerce & Retail,USA,Seattle,Seattle,operating,240000.0,2,2013-01-01,2014-01-01,2014-05-15
3D Robotics,Transportation & Automotive,USA,San Diego,San Diego,operating,99000000.0,4,2009-01-01,2012-11-05,2015-04-23
3D simo,Unknown,Unknown,Unknown,Unknown,closed,1400000.0,1,2013-06-30,2014-12-01,2014-12-01
3D Sound Labs,Technology,FRA,FRA - Other,Cesson-sévigné,operating,1168005.0,1,2014-01-01,2015-03-12,2015-03-12
3D Sports Technology,Technology,USA,Minneapolis,Minneapolis,operating,909940.0,3,2010-01-01,2011-01-21,2013-07-25
3D Systems,Technology,USA,SC - Other,Rock Hill,ipo,169500000.0,3,1986-01-01,2014-01-15,2014-10-13
3d Vision Systems,Technology,USA,Detroit,Ann Arbor,operating,150000.0,1,2009-01-01,2012-12-03,2012-12-03
3D4Medical.com,Health & Biotechnology,IRL,Dublin,Dublin,operating,16399999.0,1,2004-01-01,2015-07-07,2015-07-07
3DBin,E-Commerce & Retail,USA,SF Bay Area,Redwood City,operating,400000.0,1,2009-02-06,2014-10-12,2014-10-12
3DC,Technology,BGR,Sofia,Sofia,acquired,150000.0,1,2009-01-01,2009-01-01,2009-01-01
3dCart Shopping Cart Software,E-Commerce & Retail,USA,Ft. Lauderdale,Lauderhill,operating,1250000.0,1,1997-05-01,2010-01-01,2010-01-01
3DDUO,Business Services,FRA,FRA - Other,Tourcoing,closed,701760.0,1,2008-02-17,2009-06-12,2009-06-12
3Derm Systems,Health & Biotechnology,USA,Hartford,New Haven,operating,1880000.0,4,2012-01-01,2013-04-02,2015-07-23
3Diligent,Manufacturing & Industrial,USA,Los Angeles,El Segundo,operating,1150000.0,2,2014-07-23,2014-08-01,2015-03-15
3dim,Manufacturing & Industrial,SVN,Ljubljana,Ljubljana,operating,50000.0,1,2010-11-25,2013-10-30,2013-10-30
3Discovered,Transportation & Automotive,USA,Chicago,Chicago,operating,917571.0,1,2013-01-01,2014-11-24,2014-11-24
3DIVAZ,Unknown,Unknown,Unknown,Unknown,closed,202250.031601567,1,2014-07-01,2015-11-01,2015-11-01
3DIVAZ,Unknown,CHE,CHE - Other,Wildegg,operating,202250.031601567,1,2014-07-01,2015-11-01,2015-11-01
3DLT,Manufacturing & Industrial,USA,Louisville,Louisville,operating,530000.0,1,2012-12-01,2014-08-22,2014-08-22
3DMGAME,Media & Entertainment,Unknown,Unknown,Unknown,operating,732064.0,1,2001-01-01,2010-05-01,2010-05-01
3DPhotoWorks,Manufacturing & Industrial,USA,Newark,Chatham,operating,3000.0,1,2011-01-01,2015-11-05,2015-11-05
3DPhy.com,Media & Entertainment,Unknown,Unknown,Unknown,closed,204952.0,1,2013-11-21,2014-12-18,2014-12-18
3dplusme,Manufacturing & Industrial,USA,Salt Lake City,Salt Lake City,operating,4247128.0,3,2011-05-02,2014-04-06,2015-08-24
3DPrintus,Manufacturing & Industrial,Unknown,Unknown,Unknown,operating,220000.0,1,2013-03-15,2014-01-15,2014-01-15
3DR Laboratories,Health & Biotechnology,USA,Louisville,Louisville,operating,7436500.0,2,2006-05-10,2009-05-29,2012-08-23
3DShook,Manufacturing & Industrial,ISR,Tel Aviv,Tel Aviv,operating,5250000.0,1,2011-01-27,2014-01-01,2014-01-01
3DSoC,Technology,IND,Bangalore,Bangalore,operating,2065000.0,2,2006-06-01,2007-12-01,2010-08-01
3DT,Finance & FinTech,USA,Phoenix,Scottsdale,operating,140000.0,1,2014-02-01,2014-08-22,2014-08-22
3DVista,Technology,Unknown,Unknown,Unknown,operating,475000.0,1,2006-09-15,2008-06-03,2008-06-03
3FLOZ,E-Commerce & Retail,USA,New York City,New York,operating,1387500.0,2,2009-11-01,2013-08-16,2015-01-16
3Funnel,Business Services,IRL,Dublin,Dublin,operating,68856.0,1,2013-02-01,2013-02-01,2013-02-01
3G Multimedia,Technology,HUN,Budapest,Budapest,operating,1700000.0,2,2009-09-15,2011-01-01,2012-07-01
Nimble VR,Technology,USA,SF Bay Area,San Francisco,acquired,2249999.0,2,2012-01-01,2012-03-30,2014-04-02
3Guppies,Media & Entertainment,USA,Seattle,Seattle,operating,20000000.0,1,2003-01-01,2006-04-05,2006-04-05
3GV8 International Inc,Technology,CHN,Beijing,Beijing,operating,746185.0,2,2005-07-01,2006-03-01,2007-02-01
3i Systems,Manufacturing & Industrial,CHN,Guangdong,Guangdong,closed,13708150.0,3,2006-11-01,2007-08-20,2010-03-01
3IS,Unknown,Unknown,Unknown,Unknown,operating,1500000.0,1,2006-11-30,2008-05-02,2008-05-02
3Jam,Social & Communication,USA,SF Bay Area,San Francisco,operating,4000000.0,1,2005-01-01,2007-07-01,2007-07-01
3KeyIt,Technology,USA,Fayetteville,Fayetteville,operating,925124.5,1,2007-02-01,2009-09-17,2009-09-17
3Leaf,Technology,USA,SF Bay Area,Santa Clara,acquired,65000000.0,3,2004-06-01,2005-01-01,2008-09-22
3LM,Technology,Unknown,Unknown,Unknown,acquired,1500000.0,1,2010-07-01,2010-07-01,2010-07-01
3nder,Technology,GBR,London,London,operating,500000.0,2,2014-02-18,2014-05-09,2015-10-18
3P Biopharmaceuticals,Health & Biotechnology,ESP,Chengdu,Chengdu,operating,4783500.0,2,2004-06-09,2007-06-29,2008-02-05
3PAR,Technology,USA,SF Bay Area,Fremont,acquired,148000000.0,3,1999-01-01,2000-05-01,2004-02-10
3Pillar Global,Business Services,USA,"Washington, D.C.",Fairfax,operating,25920000.0,4,2006-08-01,2010-01-29,2013-06-06
3PL Central,Unknown,USA,Los Angeles,Manhattan Beach,operating,17500000.0,1,2006-01-01,2015-12-03,2015-12-03
3Play Media,Technology,USA,Boston,Cambridge,operating,1011601.0,3,2007-01-01,2010-02-08,2011-10-21
3point5.com,Technology,USA,Salt Lake City,Salt Lake City,operating,1500000.0,1,2005-01-20,2006-10-09,2006-10-09
3PointData,Unknown,Unknown,Unknown,Unknown,operating,1500000.0,1,2008-01-01,2010-09-03,2010-09-03
3POWER ENERGY GROUP,Energy & Clean Tech,GBR,Plymouth,Plymouth,operating,50000000.0,1,2008-04-16,2011-03-11,2011-03-11
3rd Planet,Food & Hospitality,CHN,Beijing,Beijing,operating,1500000.0,2,2010-05-23,2011-02-10,2012-05-01
3rdKind,Media & Entertainment,JPN,Tokyo,Tokyo,operating,1000000.0,1,2013-05-09,2014-07-29,2014-07-29
3ROAM,Technology,FRA,Nice,Mougins,operating,1394250.0,1,2005-01-01,2008-11-14,2008-11-14
3scale,Technology,USA,SF Bay Area,San Francisco,operating,5000000.0,2,2007-12-01,2010-04-20,2013-04-24
3Scan,Health & Biotechnology,USA,SF Bay Area,San Francisco,operating,7063012.0,4,2011-01-01,2011-08-31,2014-12-05
3seventy,Technology,USA,Austin,Austin,operating,2000000.0,1,2008-01-01,2011-08-19,2011-08-19
3SI Security Systems,Security & Cybersecurity,USA,Philadelphia,Malvern,operating,13000000.0,1,1971-01-01,2002-07-29,2002-07-29
3Sourcing,Business Services,USA,SF Bay Area,San Francisco,operating,2900000.0,2,2012-01-01,2013-10-29,2014-05-01
3SP Group,Manufacturing & Industrial,FRA,FRA - Other,Arcueil,operating,13780000.0,1,2006-06-15,2009-05-20,2009-05-20
3sun,Energy & Clean Tech,GBR,London,London,operating,15152514.0,1,2007-01-01,2014-03-03,2014-03-03
3TEN8,Technology,USA,SF Bay Area,Santa Clara,operating,1670000.0,1,2013-08-15,2015-04-15,2015-04-15
3TIER,Energy & Clean Tech,USA,Seattle,Seattle,acquired,15000000.0,3,1999-01-01,2007-09-05,2010-02-25
3Touch,Technology,IRL,IRL - Other,Athlone,closed,272000.0,1,2003-01-01,2007-05-01,2007-05-01
3V Transaction Services,E-Commerce & Retail,IRL,Blackrock,Blackrock,acquired,50958896.6114209,2,2004-01-01,2006-10-31,2013-03-01
3VR,Security & Cybersecurity,USA,SF Bay Area,San Francisco,operating,64567194.0,7,2002-01-01,2006-01-17,2015-01-13
3ware,Manufacturing & Industrial,USA,SF Bay Area,Sunnyvale,acquired,26000000.0,1,2000-03-08,2003-02-11,2003-02-11
3X Systems,Security & Cybersecurity,USA,"Columbus, Ohio",Columbus,operating,3393925.0,2,2007-11-01,2008-02-20,2010-05-26
3yy game platform,Media & Entertainment,CHN,CHN - Other,Tianhe,operating,163934.0,1,2012-09-11,2013-12-01,2013-12-01
4:33 Creative Lab,Media & Entertainment,KOR,Seoul,Seoul,operating,100000000.0,1,2013-08-24,2014-11-13,2014-11-13
4 Animals AlsterScience GmbH,Health & Biotechnology,DEU,Hamburg,Hamburg,operating,5101288.0,1,2011-09-21,2014-10-10,2014-10-10
4-Antibody AG,Unknown,Unknown,Unknown,Unknown,operating,13660000.0,1,2005-08-15,2007-01-16,2007-01-16
4 Cast Broadcasting Corporation,Technology,USA,CO - Other,Yellow Jacket,operating,925124.5,1,2013-05-06,2015-09-03,2015-09-03
4-Tell,E-Commerce & Retail,USA,WA - Other,Stevenson,operating,2374979.0,6,2009-04-01,2011-07-01,2015-03-09
4 the stars,Technology,BWA,BWA - Other,Ramotswa,operating,1000.0,1,2013-07-12,2014-05-14,2014-05-14
40 Partners Ltd,Media & Entertainment,GBR,London,London,operating,228187.783333164,1,2012-04-11,2013-07-01,2013-07-01
404 Found!,Technology,Unknown,Unknown,Unknown,operating,6246800.0,2,1997-01-01,1999-07-01,2000-07-01
405Labs,Analytics & Data,USA,San Diego,San Diego,operating,81000.0,1,2014-01-01,2014-10-22,2014-10-22
40billion.com,Finance & FinTech,USA,Atlanta,Atlanta,operating,1050000.0,3,2008-01-23,2008-04-01,2010-06-01
410 Labs,Social & Communication,USA,Baltimore,Baltimore,operating,750000.0,1,2010-01-01,2011-07-11,2011-07-11
41st Parameter,Security & Cybersecurity,USA,SF Bay Area,San Jose,acquired,38064570.0,4,2004-01-01,2006-05-08,2012-04-11
42,Technology,USA,SF Bay Area,San Francisco,operating,3000000.0,2,2013-01-01,2013-02-21,2014-05-16
422 Group,Technology,USA,Atlanta,Tucker,operating,1000000.0,1,2004-01-01,2010-06-15,2010-06-15
Loctronix,Technology,USA,Seattle,Woodinville,operating,1000000.0,1,2006-01-01,2013-01-17,2013-01-17
42Floors,Real Estate & Construction,USA,SF Bay Area,San Francisco,operating,17400000.0,4,2011-01-01,2011-09-01,2013-01-31
42matters AG,Marketing & Advertising,CHE,Zurich,Zürich,operating,3555028.0,2,2011-05-24,2011-09-12,2014-02-09
42Networks,Technology,SWE,Stockholm,Kista,acquired,2258720.0,1,2004-05-27,2006-02-13,2006-02-13
42Race,Food & Hospitality,Unknown,Unknown,Unknown,closed,500000.0,1,2015-05-01,2015-06-01,2015-06-01
CAD CAD Design Services,Business Services,USA,Seattle,Seattle,operating,600000.0,1,2004-08-15,2004-11-01,2004-11-01
447-461 Broadway Partners,Real Estate & Construction,USA,SF Bay Area,Corte Madera,operating,400000.0,1,2012-11-03,2014-04-01,2014-04-01
44LAB5,Other,USA,MD - Other,La Plata,operating,450000.0,1,2015-01-05,2015-05-31,2015-05-31
46elks,Technology,SWE,Stockholm,Uppsala,operating,485841.245076705,2,2011-04-01,2012-08-24,2014-10-02
480 Biomedical,Health & Biotechnology,USA,Boston,Watertown,operating,49656999.0,5,2011-01-01,2012-02-14,2015-06-19
48domain,Technology,USA,Atlanta,Douglasville,operating,925124.5,1,2014-06-12,2014-06-28,2014-06-28
490 Entertainment,Media & Entertainment,USA,Long Island,Smithtown,operating,450000.0,1,1991-05-01,2014-08-15,2014-08-15
4Blox,Technology,USA,SF Bay Area,San Jose,closed,1200000.0,1,2006-08-01,2007-09-10,2007-09-10
4C,Analytics & Data,USA,Chicago,Chicago,operating,1000000.0,1,2011-01-01,2014-01-21,2014-01-21
4Cable TV,Energy & Clean Tech,USA,Myrtle Beach,Conway,operating,20900.0,1,2005-01-01,2013-10-07,2013-10-07
4D Energetics,Energy & Clean Tech,USA,SF Bay Area,Menlo Park,operating,1160000.0,2,2009-10-08,2012-09-01,2014-02-18
4D Molecular Therapeutics,Health & Biotechnology,USA,SF Bay Area,Emeryville,operating,6999995.0,1,2013-01-01,2015-08-13,2015-08-13
4Deep,Health & Biotechnology,CAN,Halifax,Halifax,operating,500000.0,1,2008-01-01,2015-11-20,2015-11-20
4DK Technologies,Technology,USA,"Washington, D.C.",Herndon,acquired,3378975.0,1,2005-01-01,2011-12-12,2011-12-12
4energy,Unknown,Unknown,Unknown,Unknown,operating,1500000.0,1,2009-11-08,2011-04-11,2011-04-11
4FRONT PARTNERS,Finance & FinTech,USA,Sarasota - Bradenton,Sarasota,operating,22000.0,1,2012-09-28,2014-02-11,2014-02-11
4Front Security,Unknown,Unknown,Unknown,Unknown,closed,1400000.0,1,2003-12-24,2005-05-26,2005-05-26
4Home,Transportation & Automotive,USA,SF Bay Area,Sunnyvale,acquired,9416354.0,6,2006-01-01,2006-08-01,2010-02-03
4INFO,Marketing & Advertising,USA,SF Bay Area,San Mateo,operating,320288000.0,8,2004-09-08,2005-03-01,2014-08-01
4Less,E-Commerce & Retail,Unknown,Unknown,Unknown,operating,1000000.0,1,2012-03-01,2012-03-01,2012-03-01
4Med Centra Medyczne,Unknown,Unknown,Unknown,Unknown,closed,1400000.0,1,2006-07-31,2008-01-01,2008-01-01
4meee,E-Commerce & Retail,JPN,Tokyo,Tokyo,acquired,500000.0,1,2013-06-28,2014-08-13,2014-08-13
4moms,Technology,USA,Pittsburgh,Pittsburgh,operating,60000000.0,5,2005-01-01,2005-06-17,2015-09-29
4PLAT,Media & Entertainment,Unknown,Unknown,Unknown,operating,892898.0,1,2012-01-29,2013-04-19,2013-04-19
4PSA,Technology,ROM,Bucharest,Bucharest,operating,6500000.0,3,2002-02-18,2004-03-01,2013-05-09
4Runners Entertainment,Media & Entertainment,GBR,London,London,operating,100000.0,1,2014-10-08,2014-12-02,2014-12-02
4s91.com,Technology,CHN,Guangzhou,Guangzhou,operating,10000000.0,1,2011-03-01,2012-02-01,2012-02-01
4SC,Business Services,DEU,DEU - Other,Planegg,operating,10511317.0,1,2002-01-25,2003-05-21,2003-05-21
4Scotty GmbH,Technology,DEU,Berlin,Berlin,operating,993000.0,1,2014-09-01,2015-02-01,2015-02-01
4screens,Unknown,Unknown,Unknown,Unknown,operating,1500000.0,1,2013-10-07,2015-03-10,2015-03-10
4Soils,Technology,USA,SF Bay Area,Stanford,operating,50000.0,1,2012-01-01,2013-08-26,2013-08-26
4Tech,Health & Biotechnology,USA,Boston,Waltham,operating,7000000.0,1,2011-01-01,2011-12-21,2011-12-21
4tell Solutions,Finance & FinTech,Unknown,Unknown,Unknown,operating,500000.0,1,2013-07-21,2014-12-04,2014-12-04
4th aspect,Marketing & Advertising,GBR,Sunderland Bridge,Sunderland Bridge,operating,1121078.0,4,2010-03-10,2011-03-10,2013-08-15
4th Office,Other,GBR,London,London,operating,3607956.0,1,2013-04-30,2014-12-03,2014-12-03
4theTable,Unknown,Unknown,Unknown,Unknown,operating,500000.0,1,2014-06-01,2015-11-11,2015-11-11
4URSPACE,Real Estate & Construction,USA,New York City,New York,operating,50000.0,1,2013-01-24,2015-08-13,2015-08-13
4vets,Other,BRA,Sao Paulo,São Paulo,operating,762500.0,1,2013-08-01,2013-08-29,2013-08-29
4wave,Technology,USA,Norfolk - Virginia Beach,Virginia Beach,operating,925124.5,1,2002-11-08,2004-07-27,2004-07-27
4x4 Aviation,Transportation & Automotive,GBR,Kent,Kent,operating,95445.0,1,2013-01-01,2014-02-01,2014-02-01
5 CUPS and some sugar,Technology,Unknown,Unknown,Unknown,operating,385980.0,1,2012-01-01,2013-07-23,2013-07-23
5 examples,Technology,USA,Raleigh,Morrisville,operating,250000.0,1,2004-01-01,2010-07-14,2010-07-14
5 Million Shoppers,Technology,USA,Dallas,Dallas,operating,15000.0,1,2012-11-18,2014-08-07,2014-08-07
5 Minutes,Media & Entertainment,CHN,Shanghai,Shanghai,operating,3500000.0,1,2008-10-01,2009-12-21,2009-12-21
ChartRequest,Technology,USA,New York City,New York,operating,740000.0,2,2012-01-01,2012-03-29,2013-01-08
5 Screens Media,Business Services,Unknown,Unknown,Unknown,operating,630000.0,2,2013-10-28,2014-06-15,2014-08-07
5 Star Mobile,Manufacturing & Industrial,USA,Ft. Lauderdale,Fort Lauderdale,operating,180000.0,1,2013-07-23,2014-02-20,2014-02-20
5 Star Quarterback,Other,USA,Providence,Johnston,operating,935000.0,1,2011-08-01,2011-09-08,2011-09-08
5 Stars Vacation Rentals,Real Estate & Construction,USA,Myrtle Beach,North Myrtle Beach,operating,400000.0,1,2014-07-12,2014-11-15,2014-11-15
50 Cubes,E-Commerce & Retail,USA,SF Bay Area,San Francisco,operating,400000.0,1,2010-11-16,2012-01-01,2012-01-01
500 Luchadores,E-Commerce & Retail,USA,SF Bay Area,Mountain View,operating,2013000.0,1,2012-12-12,2014-01-27,2014-01-27
500Indies,E-Commerce & Retail,Unknown,Unknown,Unknown,operating,100000.0,1,2014-08-15,2014-09-01,2014-09-01
500px,Technology,CAN,Toronto,Toronto,operating,22325000.0,7,2009-10-01,2011-06-03,2015-07-21
500Shops,E-Commerce & Retail,NGA,Lagos,Yaba,operating,5000.0,1,2012-10-16,2013-12-01,2013-12-01
51 Auto,Transportation & Automotive,Unknown,Unknown,Unknown,closed,4500000.0,1,2006-12-03,2008-06-01,2008-06-01
51.com,Technology,CHN,Shanghai,Shanghai,operating,27000000.0,3,2005-01-01,2006-05-01,2007-07-01
51 Give,Agriculture & Environment,CHN,Beijing,Beijing,operating,7367387.0,1,2007-09-01,2008-06-10,2008-06-10
51 Qiangzuo,Unknown,Unknown,Unknown,Unknown,operating,1500000.0,1,2009-03-07,2010-08-08,2010-08-08
5151tuan,Real Estate & Construction,CHN,Beijing,Beijing,operating,2928257.0,1,2009-01-01,2010-05-01,2010-05-01
5173.com,E-Commerce & Retail,CHN,CHN - Other,Jinhua,operating,9300000.0,3,2002-11-01,2004-03-01,2007-12-01
51credit.com,Finance & FinTech,CHN,Beijing,Beijing,operating,10000000.0,2,2004-08-18,2006-01-01,2007-07-01
51CTO,Unknown,CHN,Beijing,Beijing,operating,16000000.0,1,2014-06-22,2015-11-23,2015-11-23
51edj,E-Commerce & Retail,CHN,Beijing,Beijing,operating,1158814.0,2,2011-01-15,2012-03-01,2012-12-01
51edu,Education & EdTech,CHN,Beijing,Beijing,operating,7700000.0,2,2001-01-01,2006-01-01,2010-01-01
51hejia.com,Technology,CHN,Shanghai,Shanghai,operating,10000000.0,1,2005-11-06,2007-07-26,2007-07-26
51intern.com è‹±è…¾ç½‘,Business Services,CHN,Shanghai,Shanghai,operating,4000000.0,1,2010-05-18,2010-11-01,2010-11-01
51Talk,Education & EdTech,CHN,Beijing,Beijing,operating,65100000.0,4,2011-01-01,2011-12-01,2014-10-23
51tour,Food & Hospitality,CHN,Beijing,Beijing,operating,4000000.0,1,2013-11-22,2015-02-04,2015-02-04
51wan,Media & Entertainment,CHN,Beijing,Beijing,operating,1500000.0,2,2007-08-01,2008-04-01,2010-08-01
51wofang 无忧我房,Unknown,Unknown,Unknown,Unknown,closed,5000000.0,1,2014-01-01,2015-07-06,2015-07-06
51yongche,Technology,CHN,Beijing,Beijing,operating,4000000.0,1,2013-12-01,2015-04-11,2015-04-11
51Zhangdan,Technology,CHN,Hangzhou,Hangzhou,operating,65000000.0,3,2010-04-14,2012-01-01,2015-02-05
5211game,Media & Entertainment,CHN,Shanghai,Shanghai,operating,1000000.0,1,2008-09-11,2009-12-01,2009-12-01
525j.com.cn,Manufacturing & Industrial,Unknown,Unknown,Unknown,operating,1600000.0,1,2003-01-01,2012-08-01,2012-08-01
52masterworks,Energy & Clean Tech,DEU,Munich,Munich,operating,234705.0,3,2013-11-12,2015-05-01,2015-05-01
556 Fitness,Unknown,USA,MD - Other,Waldorf,operating,3900000.0,1,2009-06-15,2010-12-12,2010-12-12
55social,Technology,Unknown,Unknown,Unknown,operating,3000000.0,1,2011-07-14,2011-11-01,2011-11-01
55tuan.com,E-Commerce & Retail,CHN,Beijing,Beijing,operating,200000000.0,2,2010-03-15,2010-12-01,2011-07-01
56.com,Media & Entertainment,CHN,Guangzhou,Guangzhou,acquired,30000000.0,2,2005-04-01,2007-06-01,2007-12-01
58.com,Technology,CHN,CHN - Other,Chaoyang,ipo,876780000.0,6,2005-01-01,2006-02-01,2014-06-27
58 Daojia,Technology,Unknown,Unknown,Unknown,operating,300000000.0,1,2014-09-01,2015-10-12,2015-10-12
591wed,Technology,CHN,Beijing,Beijing,operating,10000000.0,1,2012-03-16,2013-12-03,2013-12-03
59Saniye,Media & Entertainment,Unknown,Unknown,Unknown,operating,300000.0,1,2012-01-01,2013-01-31,2013-01-31
5app,Technology,GBR,London,London,operating,5100000.0,1,2011-01-01,2014-06-12,2014-06-12
5BARz International,Technology,USA,Seattle,Seattle,ipo,6100000.0,2,2008-01-01,2013-11-12,2014-11-17
5by,Technology,USA,SF Bay Area,San Francisco,acquired,5000000.0,1,2012-01-01,2013-02-28,2013-02-28
5DPnP,Media & Entertainment,Unknown,Unknown,Unknown,operating,12500.0,1,2013-09-11,2014-12-01,2014-12-01
5ensesinfood,Food & Hospitality,Unknown,Unknown,Unknown,operating,1848664.0,1,2013-01-01,2013-01-01,2013-01-01
5gig,Media & Entertainment,ESP,Madrid,Madrid,operating,368750.0,1,2007-12-01,2009-10-10,2009-10-10
